hexagram_line_id,position,is_constituting_ruler,is_governing_ruler,change_text,change_interpretation,created_at,updated_at,deleted_at,hexagram_id
74,2,t,t,"Fellowship with men in the clan.
Humiliation.",The risk of forming divisive factions based on personal and egotistic interests can lead to humiliation over time. Exclusive groups that condemn one group to unite others stem from low motives.,2023-06-15 23:25:58.033252+00,2023-06-15 23:25:58.033265+00,,13
76,4,f,f,"He climbs up on his wall; he cannot attack.
Good fortune.","Amidst a quarrel, reconciliation draws closer as the obstacles become overwhelming. Dividing walls still separate us, but the challenges force us to reconsider. Our predicament restrains us from fighting, and this turns out to be fortunate.",2023-06-15 23:27:01.595605+00,2023-06-15 23:27:01.595616+00,,13
77,5,t,t,"Men bound in fellowship first weep and lament,
But afterward they laugh.
After great struggles they succeed in meeting.","A pair of individuals faces external separation due to societal positions, yet their hearts remain connected. They encounter numerous obstacles causing distress, yet their unwavering commitment prevents any division. Despite the arduous struggle to overcome these challenges, they will ultimately triumph. The culmination of their efforts brings about a transformation from sorrow to happiness.",2023-06-15 23:27:43.496946+00,2023-06-15 23:27:43.496957+00,,13
78,6,f,f,"Fellowship with men in the meadow.
No remorse.","We lack warmth and connection, as we are no longer in fellowship with others. However, we still align ourselves with them, albeit selectively. The fellowship only includes those who reside nearby. The meadow serves as a communal space at the town's entrance. We haven't achieved the ultimate goal of human unity yet, but there is no need for self-blame. We join the community without personal agendas.",2023-06-15 23:28:51.359326+00,2023-06-15 23:28:51.359338+00,,13
79,1,f,f,"No relationship with what is harmful;
There is no blame in this.
If one remains conscious of difficulty,
One remains without blame.","In the early stages of a possession, there is no blame due to the absence of mistakes. However, challenges lie ahead, and it is important to be aware of them. By acknowledging these difficulties, one can avoid arrogance and wastefulness, ultimately eliminating any potential for blame.",2023-06-15 23:29:38.773612+00,2023-06-15 23:29:38.773624+00,,14
80,2,f,f,"A big wagon for loading.
One may undertake something.
No blame.","The value of Possession lies not just in quantity but in mobility and utility. Having goods that are easily used avoids problems and allows for successful endeavors. A large wagon with capable helpers is like having reliable support for important tasks. Such individuals can handle great responsibility, which is crucial for significant undertakings.",2023-06-15 23:31:03.771819+00,2023-06-15 23:31:03.771831+00,,14
81,3,f,f,"A prince offers it to the Son of Heaven.
A petty man cannot do this.","A magnanimous person sees their possessions as something to share with the ruler or the people, not as exclusive personal property. This attitude reflects the impermanence of private property. In contrast, a petty individual is unable to let go of their possessions and is harmed by their attachment to them.",2023-06-15 23:31:48.551838+00,2023-06-15 23:31:48.551852+00,,14
83,5,t,t,"He whose truth is accessible, yet dignified,
Has good fortune.","In this favorable situation, genuine sincerity is winning people over without force. The key is to establish a sincere and truthful connection. However, benevolence alone is not enough when in a position of great power. To prevent arrogance from arising, it is necessary to maintain dignity and set limits. By doing so, good fortune can be ensured.",2023-06-15 23:34:15.921488+00,2023-06-15 23:34:15.921499+00,,14
84,6,f,f,"He is blessed by heaven.
Good fortune.
Nothing that does not further.",Remaining humble and honoring the wisdom of those detached from worldly matters leads to positive outcomes and heavenly blessings.,2023-06-15 23:35:30.250854+00,2023-06-15 23:35:30.250868+00,,14
85,1,f,f,"A superior man modest about his modesty
May cross the great water.
Good fortune.","A modest and unassuming mindset is valuable when undertaking challenging endeavors. It simplifies the task and avoids complications. By not asserting demands or stipulations, one can handle matters swiftly and smoothly. Without any claims, there are no resistances to overcome.",2023-06-16 00:24:19.836561+00,2023-06-16 00:24:19.836576+00,,15
86,2,f,f,"Modesty that comes to expression.
Perseverance brings good fortune.","A humble attitude leads to good fortune, as it naturally influences others without interference.",2023-06-16 00:25:58.117976+00,2023-06-16 00:25:58.117992+00,,15
87,3,t,t,"A superior man of modesty and merit
Carries things to conclusion.
Good fortune.","This line carries the secret of the hexagram as a whole. A distinguished name comes from great achievements. Beware of being blinded by fame, as it invites criticism and difficulties. Instead, remain modest and beloved, gaining necessary support to accomplish your work.",2023-06-16 00:37:18.534967+00,2023-06-16 00:37:18.534978+00,,15
88,4,f,f,"Nothing that would not further modesty
In movement.","In positions of authority, it is crucial to strike a balance between humility and responsibility. It is important for those in higher positions not to exploit their power or hide the talents of their subordinates. Some officials, however, use their positions to avoid accountability, neglect their duties, and prioritize personal gain over their work. This behavior contradicts the concept of modesty discussed here. True modesty, in this context, entails being actively engaged in one's responsibilities and demonstrating genuine interest in the work at hand.",2023-06-16 00:39:47.527297+00,2023-06-16 00:39:47.527308+00,,15
89,5,f,f,"No boasting of wealth before one's neighbor.
It is favorable to attack with force.
Nothing that would not further.","Modesty is not synonymous with passivity or weak acquiescence. In positions of responsibility, individuals may need to employ assertive actions when necessary. However, they should refrain from flaunting their superiority and instead focus on ensuring the support of those around them. These actions must be objective and avoid personal offenses. Thus, even in moments of severity, modesty remains evident.",2023-06-16 00:41:02.635535+00,2023-06-16 00:41:02.635546+00,,15
90,6,f,f,"Modesty that comes to expression.
It is favorable to set armies marching
To chastise one's own city and one's country.","To truly display sincerity in modesty, one must actively demonstrate it. This requires strong determination and vigor. When faced with conflicts, it is effortless to shift blame onto others. However, a feeble individual may feel offended, withdraw, and indulge in self-pity, assuming their inaction is due to modesty. Genuine modesty, on the other hand, motivates the establishment of order and prompts the discipline of one's own ego and immediate surroundings. By mustering the courage to confront and overcome personal flaws, true strength can be attained.",2023-06-16 00:41:57.055289+00,2023-06-16 00:41:57.0553+00,,15
